"GLOBAL.UNIQUE.IDENTIFIER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","OBSERVATION.COUNT","STATE","COUNTY","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","group.id","month","day","daym","cyear","year"
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706478","species","Indian Pied Starling","Gracupica contra","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr2160558","S138934785","Traveling",20,0.8,1,1,"G10298670",0,1,0,"G10298670",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720128791","species","Indian Pied Starling","Gracupica contra","8","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:46:00","obsr2833671","S137174466","Traveling",18,0.6,5,1,"G10298674",0,1,0,"G10298674",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655540408","species","Indian Pied Starling","Gracupica contra","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr2833671","S130901623","Traveling",17,0.4,5,1,"G10298662",0,1,0,"G10298662",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1633620918","species","Indian Pied Starling","Gracupica contra","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:10:00","obsr3197188","S128621924","Stationary",88,NA,1,1,NA,0,1,0,"S128621924",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737707426","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:13:00","obsr2160558","S138934691","Traveling",22,0.84,5,1,"G10298659",0,1,0,"G10298659",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714497956","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:00:00","obsr2833671","S136587061","Traveling",16,0.62,4,1,"G10298668",0,1,0,"G10298668",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708452","species","Asian Palm Swift","Cypsiurus balasiensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:44:00","obsr2160558","S138934868","Traveling",16,0.5,4,1,"G10298681",0,1,0,"G10298681",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714499882","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:19:00","obsr2833671","S136587213","Stationary",20,NA,4,1,"G10298669",0,1,0,"G10298669",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1649041634","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:35:00","obsr2833671","S130292867","Traveling",15,0.82,5,1,"G10298660",0,1,0,"G10298660",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737703951","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr2160558","S138934679","Traveling",37,1.59,5,1,"G9777819",0,1,0,"G9777819",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706483","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr2160558","S138934785","Traveling",20,0.8,1,1,"G10298670",0,1,0,"G10298670",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714491924","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr2833671","S136587386","Traveling",20,0.8,1,1,"G10298670",0,1,0,"G10298670",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706463","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:00:00","obsr2160558","S138934764","Traveling",16,0.62,4,1,"G10298668",0,1,0,"G10298668",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1634996097","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:08:00","obsr1181542","S128826998","Traveling",18,0.09,1,1,NA,0,1,0,"S128826998",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772546386","species","Asian Palm Swift","Cypsiurus balasiensis","7","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr2833671","S143206725","Traveling",19,0.6,5,1,NA,0,1,0,"S143206725",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714485484","species","Asian Palm Swift","Cypsiurus balasiensis","12","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr2833671","S136586958","Traveling",20,0.81,4,1,"G10298667",0,1,0,"G10298667",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789460058","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:50:00","obsr3431342","S145466440","Traveling",21,0.7,4,1,"G10614585",0,1,0,"G10614585",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714478572","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:59:00","obsr2833671","S136586823","Stationary",16,NA,4,1,"G10298666",0,1,0,"G10298666",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708361","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:46:00","obsr2160558","S138934814","Traveling",18,0.6,5,1,"G10298674",0,1,0,"G10298674",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708450","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:30:00","obsr2160558","S138934862","Traveling",15,0.7,1,1,"G10298679",0,1,0,"G10298679",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706415","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:43:00","obsr2160558","S138934730","Stationary",16,NA,1,1,"G10298665",0,1,0,"G10298665",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789454393","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:24:00","obsr2160558","S145466362","Traveling",16,0.6,5,1,"G10614583",0,1,0,"G10614583",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737696277","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:30:00","obsr2833671","S138934554","Traveling",15,0.7,1,1,"G10298679",0,1,0,"G10298679",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1649060357","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr2150595","S130293318","Traveling",37,1.59,5,1,"G9777819",0,1,0,"G9777819",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1649050529","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr2833671","S130292649","Traveling",37,1.59,5,1,"G9777819",0,1,0,"G9777819",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772555606","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr2833671","S143206471","Traveling",15,0.4,5,1,NA,0,1,0,"S143206471",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1633620917","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:10:00","obsr3197188","S128621924","Stationary",88,NA,1,1,NA,0,1,0,"S128621924",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789460084","species","Asian Palm Swift","Cypsiurus balasiensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr3431342","S145466444","Traveling",15,0.7,4,1,"G10614586",0,1,0,"G10614586",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720128797","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:46:00","obsr2833671","S137174466","Traveling",18,0.6,5,1,"G10298674",0,1,0,"G10298674",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737700113","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:13:00","obsr2833671","S138934487","Traveling",17,0.6,4,1,"G10298678",0,1,0,"G10298678",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1649041617","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:13:00","obsr2833671","S130292712","Traveling",22,0.84,5,1,"G10298659",0,1,0,"G10298659",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789460064","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:24:00","obsr3431342","S145466442","Traveling",16,0.6,5,1,"G10614583",0,1,0,"G10614583",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737707441","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:35:00","obsr2160558","S138934696","Traveling",15,0.82,5,1,"G10298660",0,1,0,"G10298660",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1634978924","species","Asian Palm Swift","Cypsiurus balasiensis","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:50:00","obsr1181542","S128825088","Traveling",17,0.29,1,1,NA,0,1,0,"S128825088",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706439","species","Asian Palm Swift","Cypsiurus balasiensis","12","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr2160558","S138934754","Traveling",20,0.81,4,1,"G10298667",0,1,0,"G10298667",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706429","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:59:00","obsr2160558","S138934749","Stationary",16,NA,4,1,"G10298666",0,1,0,"G10298666",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772548671","species","Asian Palm Swift","Cypsiurus balasiensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr2833671","S143207047","Traveling",15,0.3,4,1,NA,0,1,0,"S143207047",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708417","species","Asian Palm Swift","Cypsiurus balasiensis","7","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:52:00","obsr2160558","S138934838","Traveling",17,0.7,5,1,"G10298677",0,1,0,"G10298677",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772538743","species","Asian Palm Swift","Cypsiurus balasiensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr2833671","S143204060","Traveling",15,0.7,4,1,"G10614586",0,1,0,"G10614586",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1632582054","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:26:00","obsr3197188","S128480978","Stationary",43,NA,1,1,NA,0,1,0,"S128480978",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737707443","species","Asian Palm Swift","Cypsiurus balasiensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:51:00","obsr2160558","S138934706","Traveling",20,0.5,1,1,"G10298661",0,1,0,"G10298661",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1730849818","species","Asian Palm Swift","Cypsiurus balasiensis","7","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:52:00","obsr2833671","S138207759","Traveling",17,0.7,5,1,"G10298677",0,1,0,"G10298677",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772560750","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:50:00","obsr2833671","S143207571","Traveling",21,0.7,4,1,"G10614585",0,1,0,"G10614585",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708436","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:13:00","obsr2160558","S138934848","Traveling",17,0.6,4,1,"G10298678",0,1,0,"G10298678",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737700161","species","Asian Palm Swift","Cypsiurus balasiensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:44:00","obsr2833671","S138934606","Traveling",16,0.5,4,1,"G10298681",0,1,0,"G10298681",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655549247","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:43:00","obsr2833671","S130901857","Stationary",16,NA,4,1,"G10298665",0,1,0,"G10298665",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706471","species","Asian Palm Swift","Cypsiurus balasiensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:19:00","obsr2160558","S138934772","Stationary",20,NA,4,1,"G10298669",0,1,0,"G10298669",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772554738","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:08:00","obsr2833671","S143206894","Traveling",15,0.4,4,1,NA,0,1,0,"S143206894",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655535231","species","Asian Palm Swift","Cypsiurus balasiensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:51:00","obsr2833671","S130901243","Traveling",20,0.5,1,1,"G10298661",0,1,0,"G10298661",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772526167","species","Asian Palm Swift","Cypsiurus balasiensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:24:00","obsr2833671","S143203984","Traveling",16,0.6,5,1,"G10614583",0,1,0,"G10614583",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706493","species","Black-rumped Flameback","Dinopium benghalense","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr2160558","S138934785","Traveling",20,0.8,1,1,"G10298670",0,1,0,"G10298670",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706393","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr2160558","S138934710","Traveling",17,0.4,5,1,"G10298662",0,1,0,"G10298662",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708328","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:11:00","obsr2160558","S138934798","Traveling",16,0.5,4,1,"G10298672",0,1,0,"G10298672",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708360","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:46:00","obsr2160558","S138934814","Traveling",18,0.6,5,1,"G10298674",0,1,0,"G10298674",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772560749","species","Black-rumped Flameback","Dinopium benghalense","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:50:00","obsr2833671","S143207571","Traveling",21,0.7,4,1,"G10614585",0,1,0,"G10614585",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714499879","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:19:00","obsr2833671","S136587213","Stationary",20,NA,4,1,"G10298669",0,1,0,"G10298669",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789460057","species","Black-rumped Flameback","Dinopium benghalense","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:50:00","obsr3431342","S145466440","Traveling",21,0.7,4,1,"G10614585",0,1,0,"G10614585",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655540399","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr2833671","S130901623","Traveling",17,0.4,5,1,"G10298662",0,1,0,"G10298662",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706468","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:19:00","obsr2160558","S138934772","Stationary",20,NA,4,1,"G10298669",0,1,0,"G10298669",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772546385","species","Black-rumped Flameback","Dinopium benghalense","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr2833671","S143206725","Traveling",19,0.6,5,1,NA,0,1,0,"S143206725",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720128796","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:46:00","obsr2833671","S137174466","Traveling",18,0.6,5,1,"G10298674",0,1,0,"G10298674",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772555608","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr2833671","S143206471","Traveling",15,0.4,5,1,NA,0,1,0,"S143206471",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714503634","species","Black-rumped Flameback","Dinopium benghalense","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr2833671","S136587386","Traveling",20,0.8,1,1,"G10298670",0,1,0,"G10298670",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714499019","species","Black-rumped Flameback","Dinopium benghalense","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:11:00","obsr2833671","S136587481","Traveling",16,0.5,4,1,"G10298672",0,1,0,"G10298672",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1789460083","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr3431342","S145466444","Traveling",15,0.7,4,1,"G10614586",0,1,0,"G10614586",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1635346429","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:34:00","obsr3197188","S128857159","Traveling",51,0.33,1,1,NA,0,1,0,"S128857159",2,50,19,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720122413","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:03:00","obsr2833671","S137174569","Traveling",16,0.7,4,1,"G10298675",0,1,0,"G10298675",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708362","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:03:00","obsr2160558","S138934823","Traveling",16,0.7,4,1,"G10298675",0,1,0,"G10298675",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772554731","species","Black Drongo","Dicrurus macrocercus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:08:00","obsr2833671","S143206894","Traveling",15,0.4,4,1,NA,0,1,0,"S143206894",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772546391","species","Black Drongo","Dicrurus macrocercus","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr2833671","S143206725","Traveling",19,0.6,5,1,NA,0,1,0,"S143206725",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706461","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:00:00","obsr2160558","S138934764","Traveling",16,0.62,4,1,"G10298668",0,1,0,"G10298668",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720130337","species","Black Drongo","Dicrurus macrocercus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:28:00","obsr2833671","S137174389","Traveling",17,0.5,5,1,"G10298673",0,1,0,"G10298673",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655549249","species","Black Drongo","Dicrurus macrocercus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:43:00","obsr2833671","S130901857","Stationary",16,NA,4,1,"G10298665",0,1,0,"G10298665",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772538742","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr2833671","S143204060","Traveling",15,0.7,4,1,"G10614586",0,1,0,"G10614586",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737708338","species","Black Drongo","Dicrurus macrocercus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:28:00","obsr2160558","S138934807","Traveling",17,0.5,5,1,"G10298673",0,1,0,"G10298673",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714497954","species","Black Drongo","Dicrurus macrocercus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:00:00","obsr2833671","S136587061","Traveling",16,0.62,4,1,"G10298668",0,1,0,"G10298668",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706417","species","Black Drongo","Dicrurus macrocercus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:43:00","obsr2160558","S138934730","Stationary",16,NA,1,1,"G10298665",0,1,0,"G10298665",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772541477","species","Black Kite","Milvus migrans","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:24:00","obsr2833671","S143203984","Traveling",16,0.6,5,1,"G10614583",0,1,0,"G10614583",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1632672181","species","Black Kite","Milvus migrans","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"09:40:00","obsr3601940","S128488138","Traveling",41,0.2,1,1,NA,0,1,0,"S128488138",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720130339","species","Black Kite","Milvus migrans","5","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:28:00","obsr2833671","S137174389","Traveling",17,0.5,5,1,"G10298673",0,1,0,"G10298673",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1655549254","species","Black Kite","Milvus migrans","9","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:43:00","obsr2833671","S130901857","Stationary",16,NA,4,1,"G10298665",0,1,0,"G10298665",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772561203","species","Black Kite","Milvus migrans","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:36:00","obsr2833671","S143207171","Traveling",15,0.4,4,1,NA,0,1,0,"S143207171",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1772560746","species","Black Kite","Milvus migrans","26","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:50:00","obsr2833671","S143207571","Traveling",21,0.7,4,1,"G10614585",0,1,0,"G10614585",2,51,20,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1737706403","species","Black Kite","Milvus migrans","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr2160558","S138934710","Traveling",17,0.4,5,1,"G10298662",0,1,0,"G10298662",2,48,17,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1720122418","species","Black Kite","Milvus migrans","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:03:00","obsr2833671","S137174569","Traveling",16,0.7,4,1,"G10298675",0,1,0,"G10298675",2,49,18,2023,2022
"URN:CornellLabOfOrnithology:EBIRD:OBS1714485489","species","Black Kite","Milvus migrans","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:40:00","obsr2833671","S136586958","Traveling",20,0.81,4,1,"G10298667",0,1,0,"G10298667",2,49,18,2023,2022
